date,open,high,low,close,volume
2010-04-30,2736.976,2750.067,2674.631,2741.532,724084300
2010-05-04,2695.575,2751.572,2688.428,2736.214,565463300
2010-05-05,2696.444,2735.938,2645.977,2735.393,840249900
2010-05-06,2715.02,2715.02,2597.599,2600.686,849041700
2010-05-07,2548.982,2589.773,2520.384,2538.096,1054335900
2010-05-10,2546.285,2573.018,2507.339,2553.029,778839300
2010-05-11,2601.338,2611.624,2518.377,2527.287,886295100
2010-05-12,2516.317,2552.168,2472.701,2507.576,716032500
2010-05-13,2515.262,2575.633,2501.21,2575.109,726047500
2010-05-14,2556.435,2585.656,2544.254,2563.366,641089100
2010-05-17,2521.301,2536.95,2438.449,2439.591,801131500
2010-05-18,2427.742,2481.682,2396.124,2467.991,673144300
2010-05-19,2451.706,2507.923,2433.604,2470.601,705975500
2010-05-20,2444.756,2483.527,2423.745,2425.951,556004300
2010-05-21,2354.883,2451.93,2340.173,2451.225,667603000
2010-05-24,2466.018,2562.946,2466.018,2554.132,896150600
2010-05-25,2531.853,2551.729,2500.276,2515.804,696922300
2010-05-26,2512.22,2533.417,2492.952,2509.444,493075900
2010-05-27,2507.648,2586.074,2479.705,2576.152,810118800
2010-05-28,2606.594,2611.965,2554.451,2573.093,806670600
2010-05-31,2554.868,2569.565,2486.11,2486.455,604632700
2010-06-01,2469.076,2501.477,2427.547,2472.575,628132200
2010-06-02,2466.115,2477.352,2426.1,2476.159,524747500
2010-06-03,2484.985,2492.577,2449.597,2451.383,493617300
2010-06-04,2429.415,2449.934,2415.636,2448.196,424298100
2010-06-07,2396.58,2409.283,2374.239,2394.744,493641200
2010-06-08,2395.537,2414.76,2370.748,2397.922,456620300
2010-06-09,2407.456,2464.6,2394.866,2462.727,729542200
2010-06-10,2443.149,2453.398,2430.53,2436.278,539035500
2010-06-11,2451.675,2469.62,2445.045,2454.529,535020000
2010-06-17,2475.929,2482.467,2438.204,2439.165,409590300
2010-06-18,2435.581,2439.273,2376.491,2386.969,444162700
2010-06-21,2389.683,2455.89,2370.59,2455.009,521832200
2010-06-22,2443.562,2459.261,2436.065,2447.809,451364200
2010-06-23,2426.976,2434.846,2393.283,2415.145,462115700
2010-06-24,2412.534,2423.656,2392.659,2400.132,332083400
2010-06-25,2390.831,2402.403,2367.24,2381.41,349813000
2010-06-28,2379.485,2384.902,2340.531,2348.583,320125900
2010-06-29,2345.683,2355.761,2228.254,2230.591,561699300
2010-06-30,2216.615,2216.615,2154.839,2168.563,428025200
2010-07-01,2162.307,2180.144,2120.871,2125.166,338239100
2010-07-02,2110.401,2116.133,2027.511,2101.018,487007400
2010-07-05,2069.649,2072.257,2024.193,2053.717,353633300
2010-07-06,2044.536,2107.362,2042.946,2107.309,423209200
2010-07-07,2104.4,2120.59,2090.618,2118.381,386718300
2010-07-08,2132.819,2139.974,2109.278,2119.003,386158800
2010-07-09,2118.41,2208.919,2096.919,2194.887,649435000
2010-07-12,2193.491,2234.513,2185.634,2220.702,572982900
2010-07-13,2189.592,2189.592,2153.9,2170.064,532345400
2010-07-14,2178.3,2222.475,2178.3,2196.452,610237000
2010-07-15,2187.177,2206.856,2142.181,2142.778,465786500
2010-07-16,2135.849,2155.442,2111.776,2154.608,491783100
2010-07-19,2120.138,2233.058,2111.706,2223.933,792775800
2010-07-20,2224.71,2309.659,2223.584,2303.399,1219738200
2010-07-21,2303.067,2322.187,2289.063,2300.928,1008037900
2010-07-22,2290.522,2336.845,2286.064,2334.217,787280900
2010-07-23,2342.047,2359.059,2313.835,2339.576,788325900
2010-07-26,2350.298,2373.438,2329.567,2372.746,714362900
2010-07-27,2363.65,2375.727,2343.25,2351.767,681782800
2010-07-28,2340.38,2430.405,2334.889,2419.232,1126814800
2010-07-29,2419.764,2451.185,2416.3,2446.859,1123898300
2010-07-30,2447.289,2455.836,2414.877,2439.208,931406000
2010-08-02,2439.98,2480.543,2437.128,2472.082,835453500
2010-08-03,2488.36,2518.168,2444.923,2445.376,1105499000
2010-08-04,2444.832,2466.791,2400.876,2466.241,967802600
2010-08-05,2465.678,2473.889,2423.976,2441.234,817073800
2010-08-06,2440.873,2487.575,2420.687,2487.186,1088596100
2010-08-09,2489.088,2536.03,2482.212,2535.557,1306500400
2010-08-10,2536.412,2540.877,2452.507,2453.683,1076453300
2010-08-11,2444.993,2479.93,2438.854,2460.383,674494600
2010-08-12,2433.743,2462.75,2422.095,2429.146,725414100
2010-08-13,2433.578,2468.578,2422.707,2467.755,701685600
2010-08-16,2467.853,2542.348,2456.728,2536.67,1059784500
2010-08-17,2538.577,2558.637,2523.857,2551.098,911878400
2010-08-18,2555.567,2582.351,2539.672,2567.52,985895400
2010-08-19,2577.624,2635.57,2574.203,2613.504,1282744100
2010-08-20,2595.601,2603.602,2523.997,2531.567,941385800
2010-08-23,2522.484,2539.929,2505.502,2515.222,574191600
2010-08-24,2507.376,2550.648,2476.297,2521.749,715491700
2010-08-25,2504.301,2522.683,2460.706,2462.843,685913900
2010-08-26,2488.872,2506.699,2461.779,2475.18,539301100
2010-08-27,2474.487,2490.054,2452.377,2484.072,538046200
2010-08-30,2504.628,2555.934,2504.628,2555.293,855423500
2010-08-31,2544.199,2571.781,2534.131,2559.506,895558500
2010-09-01,2568.007,2582.544,2516.173,2546.244,1015079100
2010-09-02,2572.946,2593.228,2554.62,2581.478,1090535000
2010-09-03,2586.027,2587.968,2545.405,2571.617,997591300
2010-09-06,2584.48,2631.603,2580.945,2622.766,1265301100
2010-09-07,2628.34,2647.074,2614.235,2641.324,1049975500
2010-09-08,2632.908,2691.197,2621.811,2687.36,1274611300
2010-09-09,2693.062,2693.062,2621.639,2629.586,1145239800
2010-09-10,2626.717,2638.687,2587.863,2618.42,791530200
2010-09-13,2622.278,2655.378,2611.081,2645.558,791119500
2010-09-14,2653.023,2659.555,2616.602,2628.906,797599900
2010-09-15,2638.253,2641.701,2575.609,2585.528,874745000
2010-09-16,2579.715,2588.393,2513.945,2534.79,862032700
2010-09-17,2544.84,2572.612,2525.587,2548.124,727251100
2010-09-20,2548.472,2554.445,2505.92,2523.248,598774800
2010-09-21,2530.173,2537.474,2502.773,2517.617,408754400
2010-09-27,2538.92,2601.626,2538.92,2600.662,764251100
2010-09-28,2603.999,2638.488,2595.008,2616.954,1351693500
2010-09-29,2621.737,2700.728,2619.266,2653.836,1409366600
2010-09-30,2638.298,2736.332,2632.645,2732.941,1386268400
2010-10-08,2809.307,2939.22,2809.307,2918.909,2129083200
2010-10-11,3001.287,3111.265,3001.287,3040.236,3452961600
2010-10-12,3018.39,3208.676,2993.316,3183.652,3179454400
2010-10-13,3185.862,3224.929,3120.628,3178.169,2706559000
2010-10-14,3227.888,3304.687,3179.157,3272.892,3141935200
2010-10-15,3233.739,3416.824,3190.295,3367.408,3262114800
2010-10-18,3361.316,3400.082,3216.995,3222.202,3142417200
2010-10-19,3224.839,3335.824,3213.56,3334.017,2125273200
2010-10-20,3196.762,3420.95,3173.763,3352.681,2868028600
2010-10-21,3383.698,3426.779,3335.48,3385.217,2152547000
2010-10-22,3355.357,3464.825,3335.125,3395.352,2255494400
2010-10-25,3401.516,3573.14,3366.486,3572.765,2735847800
2010-10-26,3597.418,3616.543,3504.525,3533.352,2495489600
2010-10-27,3506.985,3523.484,3436.452,3441.741,1948695000
2010-10-28,3418.462,3481.664,3401.902,3420.351,1663521300
2010-10-29,3430.645,3463.622,3400.41,3426.62,1558716500
2010-11-01,3453.135,3621.556,3452.977,3616.995,2273914200
2010-11-02,3638.372,3737.268,3587.884,3589.759,3049711200
2010-11-03,3595.477,3615.394,3425.661,3437.717,2112214000
2010-11-04,3450.493,3554.89,3423.872,3531.576,1913362400
2010-11-05,3683.753,3698.62,3564.889,3578.122,2569579200
2010-11-08,3592.226,3605.046,3527.384,3594.68,1827197600
2010-11-09,3591.796,3646.774,3570.714,3630.496,2097949200
2010-11-10,3611.884,3638.44,3559.473,3632.547,1786931600
2010-11-11,3613.739,3762.919,3610.544,3674.297,2930649600
2010-11-12,3631.756,3696.552,3421.118,3438.339,3086093200
2010-11-15,3435.773,3456.234,3298.27,3364.52,1864400800
2010-11-16,3349.24,3349.24,3113.651,3125.847,2041774800
2010-11-17,3028.655,3130.88,3017.679,3044.897,1511303800
2010-11-18,3098.235,3149.508,3036.639,3126.307,1368417600
2010-11-19,3152.768,3155.779,3004.372,3127.988,1423167600
2010-11-22,3084.6,3159.265,3070.082,3138.926,1303845700
2010-11-23,3102.67,3102.67,2964.418,3036.232,1312386200
2010-11-24,3018.435,3108.224,3018.435,3103.773,1130051600
2010-11-25,3124.31,3149.675,3076.993,3146.638,1239661200
2010-11-26,3136.638,3176.227,3095.15,3123.267,1182111700
2010-11-29,3089.585,3089.585,3027.402,3050.751,971592500
2010-11-30,3046.555,3092.624,2914.96,3042.798,1306265500
2010-12-01,3031.345,3070.314,3003.609,3048.589,814858100
2010-12-02,3114.361,3125.535,3074.749,3075.894,1046676600
2010-12-03,3080.975,3080.975,3026.679,3063.549,774839600
2010-12-06,3098.966,3116.717,3059.658,3094.239,881006700
2010-12-07,3074.65,3188.304,3014.438,3158.578,1172195800
2010-12-08,3135.395,3169.691,3105.796,3108.04,1003714600
2010-12-09,3086.227,3108.199,3041.767,3042.209,831001200
2010-12-10,3018.114,3124.549,3008.889,3097.734,834063700
2010-12-13,3117.929,3240.003,3112.697,3239.358,1422165800
2010-12-14,3257.42,3266.297,3227.288,3256.361,1227872900
2010-12-15,3254.019,3306.307,3237.451,3246.4,1171556100
2010-12-16,3230.429,3267.572,3212.259,3220.996,923964900
2010-12-17,3209.803,3240.262,3197.663,3221.648,730851900
2010-12-20,3248.765,3265.618,3097.986,3197.337,1304590200
2010-12-21,3204.522,3271.951,3194.005,3265.729,1197226700
2010-12-22,3282.855,3309.45,3224.553,3241.262,1115729500
2010-12-23,3229.724,3262.697,3194.751,3203.237,947675600
2010-12-24,3177.339,3184.496,3116.419,3142.332,721424400
2010-12-27,3144.137,3258.52,3091.354,3110.987,1108989100
2010-12-28,3085.896,3097.348,3030.215,3049.032,847667700
2010-12-29,3064.247,3077.772,2999.478,3048.467,660436700
2010-12-30,3053.321,3100.373,3021.037,3084.516,759540600
2010-12-31,3084.869,3210.368,3081.094,3208.038,1138234700
2011-01-04,3256.477,3315.054,3254.517,3285.687,1557052300
2011-01-05,3230.368,3276.26,3219.112,3265.309,1151061300
2011-01-06,3261.437,3284.269,3227.999,3238.006,843712800
2011-01-07,3224.578,3234.023,3162.017,3181.891,993591500
2011-01-10,3176.753,3202.072,3119.066,3127.439,734792200
2011-01-11,3113.543,3135.24,3075.531,3130.039,666928600
2011-01-12,3155.203,3172.201,3094.023,3136.055,613609200
2011-01-13,3154.048,3161.778,3107.775,3127.227,647319700
2011-01-14,3111.203,3111.203,3008.669,3016.861,813519100
2011-01-17,2989.806,3018.293,2911.777,2923.61,940439300
2011-01-18,2914.033,2929.019,2883.589,2927.89,542578500
2011-01-19,2924.778,3016.427,2914.543,3015.877,746607200
2011-01-20,3000.24,3003.35,2884.768,2885.233,882159500
2011-01-21,2861.061,2932.783,2841.973,2886.935,756233100
2011-01-24,2891.815,2903.243,2813.454,2819.773,676855300
2011-01-25,2812.075,2812.075,2755.033,2776.386,619486700
2011-01-26,2774.722,2815.294,2774.613,2806.97,463023500
2011-01-27,2792.875,2888.614,2777.028,2874.177,735579100
2011-01-28,2861.638,2896.849,2845.551,2885.818,586382600
2011-01-31,2895.738,2943.907,2894.438,2943.182,729191500
2011-02-01,2969.215,2991.099,2958.227,2984.598,729378500
2011-02-09,2964.246,2995.928,2908.61,2919.756,919036000
2011-02-10,2908.929,2985.873,2889.042,2985.225,898977500
2011-02-11,2986.648,3006.601,2966.982,2982.299,828801800
2011-02-14,2985.043,3104.641,2984.907,3094.753,1357447000
2011-02-15,3104.88,3192.433,3085.637,3135.176,1643429400
2011-02-16,3127.727,3200.666,3109.118,3200.171,1234588100
2011-02-17,3210.616,3226.426,3164.802,3193.76,1315050400
2011-02-18,3189.25,3192.267,3137.244,3150.837,1068888100
2011-02-21,3132.436,3217.328,3130.108,3213.673,1119119800
2011-02-22,3248.091,3267.423,3145.492,3152.335,1787240600
2011-02-23,3131.902,3191.91,3130.664,3185.04,1489433900
2011-02-24,3194.619,3247.752,3189.108,3209.938,1315471300
2011-02-25,3209.909,3219.502,3148.507,3206.049,1116150800
2011-02-28,3211.303,3233.202,3174.625,3232.554,1031423200
2011-03-01,3232.324,3260.914,3214.567,3246.523,1249656100
2011-03-02,3237.615,3255.116,3190.751,3241.255,1272210900
2011-03-03,3250.205,3258.446,3189.382,3190.977,1158956400
2011-03-04,3188.5,3247.473,3176.476,3244.043,1100729900
2011-03-07,3272.088,3386.607,3272.041,3380.125,2050465200
2011-03-08,3384.636,3395.432,3353.85,3385.259,1497016000
2011-03-09,3383.57,3389.547,3347.968,3362.408,1108750400
2011-03-10,3346.53,3346.53,3268.551,3271.881,1130224800
2011-03-11,3246.6,3292.648,3239.609,3247.13,953997700
2011-03-14,3231.558,3256.805,3206.894,3247.897,821296800
2011-03-15,3230.865,3230.865,3117.04,3177.564,1168762700
2011-03-16,3174.289,3272.496,3174.289,3264.429,1191347600
2011-03-17,3229.006,3284.078,3201.068,3219.546,1247660700
2011-03-18,3263.777,3277.363,3226.91,3230.799,787350400
2011-03-21,3247.986,3269.207,3211.395,3231.963,800404800
2011-03-22,3245.273,3251.656,3186.993,3243.175,829921100
2011-03-23,3244.808,3287.347,3232.111,3284.225,1009532900
2011-03-24,3301.465,3314.657,3262.821,3264.985,962692100
2011-03-25,3266.431,3352.891,3264.925,3331.814,1308751700
2011-03-28,3339.696,3386.517,3336.768,3343.655,1472926500
2011-03-29,3330.059,3354.612,3274.873,3278.721,1259297000
2011-03-30,3275.656,3328.46,3258.51,3302.763,1147753900
2011-03-31,3301.763,3322.264,3252.463,3276.59,1012514300
2011-04-01,3299.153,3328.56,3250.488,3326.44,912270600
2011-04-06,3322.991,3394.803,3319.124,3387.923,1351907800
2011-04-07,3396.77,3406.723,3372.369,3392.284,1232444900
2011-04-08,3394.808,3434.043,3390.57,3433.24,1248451500
2011-04-11,3462.174,3489.051,3426.658,3432.905,1732796000
2011-04-12,3405.065,3421.079,3352.473,3372.069,1264296500
2011-04-13,3343.04,3398.632,3304.894,3398.18,965237800
2011-04-14,3389.696,3392.428,3350.052,3372.084,834565300
2011-04-15,3369.873,3404.277,3339.126,3368.483,958115000
2011-04-18,3356.508,3390.795,3346.938,3366.801,989108000
2011-04-19,3343.455,3343.455,3292.261,3292.563,1123245000
2011-04-20,3303.32,3322.749,3298.316,3311.463,977275000
2011-04-21,3341.687,3361.211,3321.912,3353.088,898785700
2011-04-22,3352.62,3364.915,3323.869,3341.506,1009837100
2011-04-25,3338.95,3338.95,3244.46,3244.748,999358900
2011-04-26,3230.47,3250.568,3198.959,3207.167,753808400
